Age,Gender,Company,Education_level,Asset,Domestic_Stock_Ratio,Foreign_Stock_Ratio,Cash_Ratio
28,F,Toss,University,5200000,0.61,0.16,0.23
21,M,Toss,University,800000,0.36,0.64,0
20,F,Toss,University,2700000,0.28,0.68,0.04
25,F,M-able,University,4600000,0.35,0.19,0.46
28,M,Toss,High School,5200000,0.79,0.16,0.05
22,M,Mpop,University,1500000,0.12,0.01,0.87
23,M,M-able,High School,800000,0.13,0.09,0.78
25,F,Mpop,University,9900000,0.85,0.05,0.1
23,F,Toss,University,900000,0.03,0.05,0.92
28,M,M-able,University,2400000,0.44,0.24,0.32
26,F,Toss,University,4700000,0.32,0.63,0.05
24,M,Toss,High School,1100000,0.95,0.02,0.03
26,F,Toss,High School,7600000,0.02,0.08,0.9
23,M,Mpop,University,2900000,0.24,0.65,0.11
26,F,M-able,Under Middle,9200000,0.09,0.15,0.76
22,F,Mpop,University,3900000,0.22,0.45,0.33
26,F,Toss,Under Middle,7200000,0.1,0.02,0.88
25,F,Toss,Under Middle,9900000,0.49,0.34,0.17
25,F,Toss,University,4300000,0.32,0.06,0.62
29,F,Toss,University,5900000,0.39,0.11,0.5
24,M,Toss,University,2400000,0.96,0.01,0.03
26,F,M-able,University,7200000,0.55,0.45,0
25,M,Mpop,Under Middle,1700000,0.82,0.14,0.04
21,M,Toss,High School,3200000,0.5,0.11,0.39
23,F,Mpop,University,1000000,0.44,0.29,0.27
23,M,M-able,University,300000,0.11,0.47,0.42
28,F,Mpop,High School,9400000,0.62,0.33,0.05
29,M,Toss,University,8500000,0.75,0.21,0.04
25,M,M-able,High School,7400000,0.06,0.35,0.59
25,M,M-able,High School,7200000,0.51,0.03,0.46
26,F,Toss,University,8600000,0.26,0.68,0.06
20,M,namuh,University,400000,0.93,0.03,0.04
29,F,Mpop,Under Middle,8800000,0.75,0.13,0.12
27,F,M-able,University,6200000,0.54,0.23,0.23
25,M,namuh,University,3000000,0.28,0.37,0.35
21,M,Mpop,University,2900000,0.36,0.38,0.26
25,M,Mpop,University,4200000,0.7,0.18,0.12
26,M,namuh,University,2800000,0.2,0.41,0.39
26,F,M-able,Under Middle,2300000,0.66,0.03,0.31
28,M,Toss,University,5200000,0.29,0.68,0.03
27,M,M-able,Under Middle,9800000,0.14,0.02,0.84
25,F,M-able,High School,4900000,0.36,0.35,0.29
23,M,Mpop,University,2400000,0.22,0.26,0.52
22,M,Toss,High School,2100000,0.85,0.07,0.08
29,F,Mpop,Under Middle,7000000,0.46,0.35,0.19
29,M,Mpop,University,3400000,0.67,0.23,0.1
23,M,M-able,University,2500000,0.66,0.24,0.1
22,M,Toss,Under Middle,300000,0.19,0.56,0.25
25,M,M-able,University,5600000,0.93,0.03,0.04
24,F,Mpop,University,2000000,0.63,0.03,0.34
21,M,M-able,University,300000,0.64,0.05,0.31
25,F,Toss,University,1600000,0.21,0.52,0.27
28,M,Mpop,University,7900000,0.59,0.21,0.2
23,F,M-able,University,1800000,0.73,0.12,0.15
25,F,Toss,University,6100000,0.18,0.7,0.12
28,M,Toss,University,4500000,0.82,0.07,0.11
24,M,M-able,University,400000,0.63,0.08,0.29
21,F,Toss,Under Middle,500000,0.78,0.06,0.16
27,F,namuh,University,3400000,0.84,0.04,0.12
28,M,Toss,University,2300000,0.4,0.03,0.57
21,M,Toss,University,1100000,0.95,0.05,0
22,M,Mpop,University,200000,0.86,0.13,0.01
21,M,M-able,Under Middle,3300000,0.1,0.58,0.32
21,M,M-able,University,900000,0.63,0.28,0.09
27,F,M-able,High School,9800000,0.46,0.24,0.3
25,F,Mpop,University,8400000,0.59,0.05,0.36
20,M,M-able,University,3500000,0.03,0.03,0.94
24,M,M-able,University,3800000,0.98,0.02,0
21,F,Toss,University,1600000,0.52,0.12,0.36
21,F,namuh,University,1200000,0.48,0.36,0.16
26,M,Mpop,High School,2600000,0.26,0.36,0.38
26,M,M-able,Under Middle,4000000,0.46,0.4,0.14
20,F,Toss,University,3900000,0.25,0.49,0.26
22,F,Toss,High School,1200000,0.88,0.05,0.07
23,M,M-able,University,3400000,0.37,0.59,0.04
27,F,M-able,Under Middle,7200000,0.77,0.07,0.16
29,M,Toss,High School,8200000,0.55,0.05,0.4
22,F,M-able,High School,1400000,0.6,0.22,0.18
24,F,Toss,High School,1400000,0.22,0.09,0.69
29,F,Mpop,University,3300000,0.95,0.02,0.03
20,F,Toss,University,600000,0.98,0.02,0
26,M,M-able,High School,3700000,0.29,0.54,0.17
29,F,Toss,University,1500000,0.12,0.27,0.61
22,F,Toss,High School,3300000,0.34,0.18,0.48
24,F,Toss,University,3400000,0.12,0.57,0.31
27,M,M-able,High School,9400000,0.94,0.04,0.02
23,F,Toss,Under Middle,3800000,0.38,0.19,0.43
20,F,namuh,Under Middle,1100000,0.45,0.46,0.09
25,M,Mpop,University,3900000,0.08,0.65,0.27
24,F,M-able,University,3400000,0.77,0.13,0.1
20,F,M-able,Under Middle,2300000,0.53,0.21,0.26
22,M,namuh,High School,100000,0.35,0.51,0.14
23,F,Toss,Under Middle,3500000,0.68,0.26,0.06
21,M,Mpop,University,400000,0.47,0.5,0.03
27,F,Mpop,University,5900000,0.74,0.17,0.09
21,F,M-able,University,900000,0.22,0.62,0.16
23,M,namuh,High School,1600000,0.92,0.07,0.01
24,M,Mpop,Under Middle,2100000,1,0,0
21,M,M-able,University,1300000,0.19,0.28,0.53
27,M,Toss,University,3300000,0.84,0.09,0.07
24,M,Mpop,University,3700000,0.92,0.03,0.05
20,F,Toss,University,1200000,0.91,0.03,0.06
22,F,Toss,High School,2400000,0.47,0.01,0.52
27,M,namuh,Under Middle,5900000,0.44,0.35,0.21
24,M,Mpop,University,3900000,0.37,0.3,0.33
20,M,Toss,High School,700000,0.69,0.23,0.08
22,M,Mpop,University,1400000,0.56,0.31,0.13
26,F,Toss,University,7300000,0.43,0.08,0.49
29,F,M-able,University,6700000,0.15,0.07,0.78
22,M,Mpop,University,1100000,0.77,0.01,0.22
24,F,M-able,University,1500000,0.8,0.1,0.1
29,M,Toss,University,7100000,0.98,0.01,0.01
29,M,Mpop,University,1500000,0.69,0.1,0.21
25,F,M-able,University,3200000,0.57,0.24,0.19
24,M,Toss,University,200000,0.06,0.61,0.33
24,M,Mpop,High School,2800000,0.29,0.23,0.48
29,M,M-able,High School,2400000,0.26,0.64,0.1
28,M,M-able,High School,8600000,0.79,0.15,0.06
21,M,M-able,University,2300000,0.65,0.28,0.07
25,M,namuh,University,5700000,0.06,0.16,0.78
27,M,M-able,University,8700000,0.06,0.04,0.9
20,F,namuh,University,3700000,0.77,0.14,0.09
21,M,Toss,High School,2000000,0.08,0.63,0.29
23,M,Toss,High School,2900000,0.76,0.17,0.07
29,M,Toss,Under Middle,2800000,0.84,0.02,0.14
22,F,Mpop,Under Middle,1600000,0.12,0.16,0.72
28,F,M-able,University,6500000,0.05,0.07,0.88
22,F,Toss,University,3900000,0.73,0.21,0.06
24,F,M-able,University,2900000,0.31,0.62,0.07
28,M,M-able,University,5400000,0.36,0.37,0.27
22,F,Toss,University,3700000,0.29,0.59,0.12
29,F,Mpop,University,4400000,0.44,0.28,0.28
28,M,namuh,University,7600000,0.78,0.14,0.08
27,M,Toss,High School,6300000,0.59,0.3,0.11
28,F,M-able,High School,6900000,0.37,0.33,0.3
22,M,namuh,Under Middle,1400000,0.87,0.08,0.05
23,M,M-able,University,1200000,0.01,0.44,0.55
23,M,Toss,University,700000,0.4,0.4,0.2
26,M,Toss,High School,5800000,0.44,0.08,0.48
20,F,Toss,High School,1900000,0.78,0.14,0.08
23,F,M-able,Under Middle,3000000,0.81,0.05,0.14
26,F,namuh,University,6000000,0.32,0.18,0.5
23,F,Mpop,University,800000,0.63,0.19,0.18
29,M,namuh,University,9900000,0.18,0.5,0.32
26,F,Toss,High School,1800000,0.2,0.19,0.61
23,F,Toss,High School,2300000,0.22,0.67,0.11
22,M,M-able,University,1200000,0.92,0.04,0.04
22,M,M-able,University,1200000,0.95,0.01,0.04
22,F,namuh,University,3300000,0.34,0.5,0.16
26,M,Toss,University,5000000,0.36,0.25,0.39
24,F,Mpop,University,2700000,0.11,0.08,0.81
26,M,Toss,University,2400000,0.2,0.51,0.29
20,F,M-able,University,2100000,0.53,0.42,0.05
24,F,namuh,High School,2600000,0.05,0.31,0.64
29,M,Mpop,University,8100000,0.02,0.6,0.38
22,M,Mpop,University,500000,0.8,0.13,0.07
21,F,Toss,University,200000,0.66,0.22,0.12
26,M,M-able,High School,4200000,0.1,0.13,0.77
21,F,M-able,University,3900000,0.06,0.5,0.44
27,M,namuh,Under Middle,5700000,0.71,0.09,0.2
25,M,Mpop,University,3200000,0.73,0.21,0.06
26,F,Toss,University,6000000,0.69,0.16,0.15
21,F,M-able,High School,3900000,0.33,0.26,0.41
26,F,M-able,University,6400000,0.79,0.14,0.07
26,F,Mpop,University,8600000,0.51,0.24,0.25
26,M,Mpop,University,1800000,0.93,0.05,0.02
26,M,namuh,University,2800000,0.05,0.04,0.91
22,M,Mpop,University,2800000,0.41,0.48,0.11
25,M,namuh,University,9100000,0.72,0.12,0.16
22,M,Toss,University,1400000,0.8,0.02,0.18
22,F,Mpop,University,600000,0.14,0.53,0.33
23,F,namuh,High School,2200000,0.29,0.07,0.64
22,M,Mpop,University,800000,0.35,0.12,0.53
29,F,M-able,Under Middle,7300000,0.6,0.02,0.38
23,F,M-able,Under Middle,3700000,0.14,0.04,0.82
28,F,namuh,Under Middle,1700000,0.49,0.27,0.24
25,F,M-able,Under Middle,1600000,0.08,0.24,0.68
24,F,Toss,Under Middle,1500000,0.52,0.17,0.31
25,F,M-able,High School,6100000,0.78,0.03,0.19
21,M,M-able,High School,1800000,0.94,0.03,0.03
25,F,M-able,University,3700000,0.91,0.01,0.08
28,F,Mpop,University,4800000,0.09,0.1,0.81
22,M,Mpop,University,3500000,0.05,0.56,0.39
29,M,M-able,University,5100000,0.58,0.31,0.11
29,F,Toss,University,3300000,0.15,0.27,0.58
25,F,Toss,University,5700000,0.62,0.31,0.07
26,M,namuh,University,6600000,0.94,0.04,0.02
24,M,Toss,University,400000,0.35,0.15,0.5
20,M,M-able,University,2300000,0.36,0.41,0.23
28,M,Mpop,University,6900000,0.95,0.01,0.04
25,F,Toss,University,7500000,0.5,0.28,0.22
25,F,M-able,High School,5800000,0.51,0.27,0.22
25,M,Toss,High School,6700000,0.87,0.02,0.11
21,M,Mpop,University,3900000,0.54,0.11,0.35
20,F,M-able,University,900000,0.08,0.46,0.46
20,F,Mpop,University,100000,0.51,0.06,0.43
20,F,M-able,University,3000000,0.25,0.08,0.67
20,F,Mpop,University,2200000,0.99,0.01,0
20,M,Toss,High School,1300000,0.35,0.39,0.26
27,M,M-able,University,3400000,0.96,0.01,0.03
26,F,Toss,University,7500000,0.18,0.13,0.69
23,F,Toss,University,3700000,0.61,0.02,0.37
25,M,Toss,Under Middle,2600000,0.15,0.2,0.65
24,M,Mpop,University,3200000,0.25,0.4,0.35
23,F,M-able,University,900000,0.36,0.38,0.26
24,F,Mpop,University,2000000,0.3,0.46,0.24
25,F,Mpop,High School,2800000,0.98,0.01,0.01
21,F,M-able,High School,3300000,0.22,0.57,0.21
23,F,Toss,University,3600000,0.09,0.08,0.83
26,F,Toss,High School,3500000,0.59,0.28,0.13
27,F,Toss,University,9800000,0.96,0.01,0.03
24,F,Mpop,High School,3500000,0.64,0.26,0.1
20,F,Mpop,University,600000,0.36,0.26,0.38
20,F,namuh,University,3000000,0.99,0.01,0
27,F,Toss,Under Middle,6000000,0.26,0.7,0.04
23,M,M-able,University,1000000,0.32,0.12,0.56
23,F,Toss,High School,800000,0.49,0.17,0.34
20,M,Mpop,University,3100000,0.65,0.01,0.34
20,F,M-able,University,3200000,0.18,0.25,0.57
29,F,namuh,Under Middle,6400000,0.3,0.13,0.57
24,M,namuh,High School,2000000,0.7,0.15,0.15
24,M,Toss,University,3000000,1,0,0
25,F,namuh,Under Middle,3900000,0.63,0.11,0.26
28,F,Toss,Under Middle,8300000,0.44,0.1,0.46
28,F,Toss,University,7900000,0.22,0.59,0.19
20,M,Toss,High School,1100000,0.89,0.06,0.05
21,M,namuh,University,1900000,0.15,0.43,0.42
25,F,Mpop,Under Middle,2700000,0.7,0.09,0.21
29,M,Toss,University,9800000,0.53,0.12,0.35
29,M,Toss,University,4400000,0.76,0.09,0.15
26,F,Toss,University,2900000,0.82,0.16,0.02
21,M,M-able,University,300000,0.03,0.28,0.69
24,F,Toss,University,2000000,0,0.07,0.93
20,M,Toss,University,800000,0.46,0.19,0.35
24,M,Toss,High School,3400000,0.31,0.33,0.36
27,M,Mpop,High School,1600000,0.35,0.35,0.3
27,M,Mpop,University,8700000,0.07,0.04,0.89
27,F,namuh,High School,5800000,0.75,0.24,0.01
26,F,Mpop,University,4500000,0.72,0.05,0.23
22,M,Toss,University,1400000,0.64,0.04,0.32
26,M,Mpop,University,2200000,0.19,0.26,0.55
20,M,Mpop,High School,3100000,0.78,0.06,0.16
22,F,Toss,Under Middle,3300000,0.62,0.27,0.11
27,F,Toss,University,2200000,0.39,0.33,0.28
27,F,Toss,Under Middle,9500000,0.29,0.42,0.29
22,M,Toss,University,1300000,0.95,0.02,0.03
26,M,Mpop,University,6100000,0.28,0.34,0.38
21,M,Mpop,University,700000,0.53,0.05,0.42
23,M,namuh,University,900000,0.63,0.06,0.31
27,M,Mpop,University,5600000,0.23,0.22,0.55
20,M,M-able,High School,1600000,0.25,0.61,0.14
25,F,M-able,University,7500000,0.63,0.11,0.26
24,M,namuh,University,3300000,0.3,0.25,0.45
25,F,M-able,University,5900000,0.5,0.21,0.29
25,F,Mpop,Under Middle,4300000,0.71,0.23,0.06
23,M,Toss,University,200000,0.74,0.22,0.04
28,F,M-able,University,8900000,0.1,0.26,0.64
20,F,M-able,University,100000,0.03,0.27,0.7
21,M,Mpop,Under Middle,1400000,0.22,0.6,0.18
25,M,Mpop,University,2900000,0.45,0.09,0.46
24,F,Toss,Under Middle,3300000,0.57,0.29,0.14
21,M,Toss,University,2300000,0.91,0.04,0.05
25,F,Toss,University,5400000,0.23,0.63,0.14
20,F,namuh,University,200000,0.09,0.49,0.42
26,F,Toss,University,9900000,0.41,0.1,0.49
28,F,Toss,University,5000000,0.99,0,0.01
28,M,namuh,High School,2000000,0.39,0.23,0.38
26,F,Toss,High School,3800000,0.7,0.06,0.24
23,F,M-able,University,1400000,0.76,0.05,0.19
24,F,Toss,Under Middle,2200000,0.42,0.56,0.02
24,F,M-able,University,1000000,0.97,0.01,0.02
23,F,Toss,High School,1000000,0.63,0.07,0.3
26,F,namuh,High School,3600000,0.52,0.45,0.03
25,F,Toss,Under Middle,3700000,0.15,0.29,0.56
29,F,M-able,Under Middle,7700000,0.07,0.69,0.24
28,F,Toss,University,8800000,0.39,0.35,0.26
21,M,Mpop,University,2100000,0.37,0.08,0.55
23,F,Toss,University,200000,0.63,0.11,0.26
28,F,namuh,University,5800000,0.45,0.45,0.1
21,F,Mpop,University,1400000,0.13,0.38,0.49
25,F,Toss,High School,3200000,0.61,0.21,0.18
28,M,Mpop,University,3700000,0.5,0.39,0.11
20,M,Toss,High School,3600000,0.42,0.46,0.12
23,M,Toss,University,400000,0.57,0.38,0.05
27,M,Toss,High School,5000000,0.08,0.47,0.45
21,F,namuh,Under Middle,1200000,0.83,0.09,0.08
27,F,M-able,High School,6500000,0.45,0.53,0.02
28,M,Toss,University,5900000,0.71,0.22,0.07
20,M,M-able,University,2000000,0.91,0.08,0.01
27,F,Mpop,University,9700000,0.96,0.03,0.01
25,F,Mpop,University,5500000,0.71,0.15,0.14
29,M,Mpop,University,4400000,0.8,0.12,0.08
29,M,Toss,High School,5000000,0.75,0.13,0.12
26,M,M-able,University,8700000,0.66,0.06,0.28
28,M,Toss,High School,3600000,0.09,0.43,0.48
27,M,Toss,University,9200000,0.12,0.45,0.43
25,M,Mpop,High School,4700000,0.52,0.22,0.26
29,M,Mpop,University,7500000,0.98,0.01,0.01
21,M,Mpop,High School,2200000,0.34,0.65,0.01
20,F,Toss,University,2100000,0.25,0.44,0.31
20,F,Toss,University,2500000,0.02,0.1,0.88
25,F,Toss,High School,2700000,0.15,0.42,0.43
26,M,M-able,University,8200000,0.35,0.51,0.14
23,F,Toss,High School,3100000,0.91,0.05,0.04
26,F,Mpop,University,6100000,0.07,0.53,0.4
21,F,namuh,High School,3000000,0.36,0.19,0.45
27,M,M-able,University,1500000,0.66,0.33,0.01
27,M,Mpop,University,3500000,0.09,0.03,0.88
20,F,Toss,University,700000,0.88,0.03,0.09
27,M,M-able,High School,9900000,0.65,0.15,0.2
26,F,Toss,High School,8400000,0.6,0.1,0.3
20,F,Mpop,Under Middle,2100000,0.16,0.3,0.54
24,F,Toss,High School,900000,0.58,0.01,0.41
22,F,Mpop,University,2300000,0.25,0.33,0.42
27,M,M-able,University,3300000,0.14,0.32,0.54
25,F,Mpop,University,5800000,0.08,0.18,0.74
22,F,Mpop,University,200000,0.58,0.2,0.22
28,M,Toss,University,3700000,0.63,0.34,0.03
25,M,namuh,University,2200000,0.86,0.11,0.03
26,M,Toss,University,5800000,0.62,0.34,0.04
26,M,M-able,University,2700000,0.19,0.69,0.12
24,M,M-able,University,3400000,0.12,0.38,0.5
21,F,M-able,University,400000,0.24,0.04,0.72
25,F,namuh,University,5500000,0.89,0.09,0.02
24,M,M-able,University,2000000,0.35,0.05,0.6
25,F,Toss,Under Middle,7400000,0.68,0.24,0.08
25,F,M-able,University,7200000,0.24,0.13,0.63
26,M,Toss,High School,2300000,0.85,0.14,0.01
23,F,Toss,University,3100000,0.78,0.02,0.2
28,F,M-able,University,4400000,0.56,0.2,0.24
21,M,Mpop,University,300000,0.73,0.09,0.18
24,F,M-able,University,1300000,0.45,0.39,0.16
22,F,M-able,High School,1700000,0.65,0.24,0.11
29,F,namuh,University,6900000,0.11,0.26,0.63
27,M,Toss,University,4300000,0.45,0.35,0.2
24,M,Mpop,High School,1900000,0.84,0.01,0.15
21,M,Toss,High School,2000000,0.16,0.19,0.65
28,F,M-able,University,9700000,0.62,0.03,0.35
22,F,Mpop,University,1500000,0.59,0.26,0.15
23,M,Mpop,University,1400000,0.99,0,0.01
23,M,Toss,High School,3100000,0.63,0.35,0.02
24,F,Toss,University,2800000,0.84,0.12,0.04
21,M,M-able,Under Middle,1500000,0.65,0.19,0.16
26,F,namuh,University,4000000,0.01,0.46,0.53
22,F,Mpop,University,3300000,0.8,0.11,0.09
25,M,Toss,High School,1600000,0.69,0.3,0.01
24,F,Mpop,University,2700000,0.18,0.45,0.37
29,M,M-able,University,7100000,0.38,0.1,0.52
21,F,namuh,Under Middle,3400000,0.02,0.5,0.48
25,F,Mpop,University,5000000,0.96,0.04,0
29,F,namuh,Under Middle,3100000,0.43,0.13,0.44
24,M,Mpop,High School,3600000,0.1,0.67,0.23
25,F,M-able,University,6700000,0.75,0.05,0.2
27,M,M-able,University,9700000,0.71,0.27,0.02
24,M,Mpop,University,3500000,0.21,0.66,0.13
24,M,Toss,High School,1500000,0.16,0.64,0.2
22,F,Toss,University,1900000,0.37,0.39,0.24
22,M,Toss,University,600000,0.2,0.28,0.52
21,F,Mpop,High School,900000,0.78,0.19,0.03
23,M,namuh,University,900000,0.34,0.22,0.44
20,M,M-able,High School,3500000,0.77,0.06,0.17
21,F,Toss,High School,1100000,0.04,0.33,0.63
29,M,Toss,High School,5500000,0.37,0.06,0.57
21,M,M-able,University,3900000,0.36,0.58,0.06
26,F,namuh,University,2600000,0.27,0.05,0.68
29,M,Mpop,High School,5100000,0.96,0.01,0.03
28,M,M-able,High School,5500000,0.22,0.48,0.3
26,F,Toss,University,8300000,0.43,0.43,0.14
23,F,M-able,University,2800000,0.41,0.25,0.34
20,M,Mpop,University,2300000,0.95,0.01,0.04
27,F,M-able,High School,9300000,0.73,0.24,0.03
23,M,namuh,Under Middle,3000000,0.08,0,0.92
22,F,M-able,University,800000,0.69,0.08,0.23
25,F,M-able,University,3500000,0.22,0.22,0.56
29,M,Toss,University,7600000,0.41,0.25,0.34
27,F,Toss,High School,8400000,0.74,0.09,0.17
23,M,Toss,University,3200000,0.27,0.56,0.17
24,F,M-able,High School,2400000,0.71,0.28,0.01
27,F,namuh,High School,8100000,0.9,0.01,0.09
26,F,Mpop,University,7100000,0.39,0.12,0.49
27,F,Mpop,University,6900000,0.4,0.51,0.09
23,M,Toss,University,3300000,1,0,0
26,M,Toss,University,2600000,0.24,0.37,0.39
29,F,Mpop,Under Middle,9000000,0.98,0.02,0
23,F,Toss,University,3400000,0.4,0.37,0.23
27,M,M-able,University,7700000,0.3,0.16,0.54
21,F,M-able,High School,1100000,0.13,0.21,0.66
23,M,M-able,University,3800000,0.74,0.15,0.11
27,M,Toss,University,8200000,0.48,0.44,0.08
28,F,M-able,University,8100000,0.52,0.17,0.31
28,F,Toss,University,3200000,0.1,0.63,0.27
24,M,Mpop,University,2400000,0.02,0.41,0.57
25,F,M-able,University,5000000,0.09,0.17,0.74
23,M,Toss,University,2000000,0.17,0.3,0.53
26,M,Toss,University,6400000,0.04,0.13,0.83
29,M,Toss,High School,4600000,0.62,0.01,0.37
26,F,namuh,University,4700000,0.39,0.5,0.11
22,M,Toss,Under Middle,2000000,0.98,0.02,0
29,M,Mpop,High School,5700000,0.79,0.01,0.2
23,F,Toss,University,1900000,0.46,0.39,0.15
25,M,Toss,High School,8800000,0.39,0.58,0.03
27,F,namuh,University,9000000,0.99,0.01,0
29,F,M-able,High School,5700000,0.35,0.56,0.09
20,F,Mpop,High School,1300000,0.48,0.48,0.04
27,M,M-able,High School,1800000,0.39,0.37,0.24
21,M,M-able,University,3600000,0.55,0.44,0.01
22,F,M-able,University,3400000,0.21,0.39,0.4
25,F,Toss,University,7300000,0.35,0.08,0.57
20,F,namuh,University,1100000,0.23,0.43,0.34
25,F,Mpop,University,4900000,0.42,0.02,0.56
28,M,Toss,University,2700000,0.38,0.08,0.54
29,F,Toss,University,3900000,0.2,0.17,0.63
28,M,Mpop,High School,7800000,0.85,0.04,0.11
22,M,M-able,University,1400000,0.89,0.07,0.04
25,F,Toss,University,4400000,0.34,0.48,0.18
23,F,Toss,University,3800000,0.92,0.02,0.06
21,M,Mpop,University,900000,0.39,0.02,0.59
27,F,Toss,High School,8200000,0.62,0.14,0.24
23,M,Toss,High School,2700000,0.49,0.1,0.41
28,M,Toss,University,9000000,0.89,0.02,0.09
25,F,namuh,University,4100000,0.4,0,0.6
25,M,Mpop,High School,3300000,0.84,0.13,0.03
21,M,Toss,University,3200000,0.75,0.06,0.19
29,F,namuh,University,8100000,0.8,0.05,0.15
27,M,namuh,High School,8100000,0.33,0.23,0.44
22,F,Mpop,High School,1300000,0.13,0.69,0.18
21,F,Mpop,University,1800000,0.03,0.24,0.73
20,M,M-able,University,2300000,0.1,0.61,0.29
21,F,M-able,High School,500000,0.41,0.03,0.56
20,M,M-able,University,900000,0.31,0.4,0.29
21,M,Toss,High School,300000,0.93,0.03,0.04
21,M,namuh,University,1500000,0.21,0.53,0.26
26,F,Mpop,High School,2700000,0.73,0.23,0.04
28,M,M-able,University,7900000,0.64,0.06,0.3
28,M,Mpop,University,3800000,0.78,0.11,0.11
23,F,namuh,University,1100000,0.39,0.28,0.33
22,F,Mpop,University,3900000,0.48,0.09,0.43
20,F,Mpop,University,3800000,0.99,0,0.01
27,F,namuh,High School,6300000,0.78,0.01,0.21
24,M,Toss,University,3900000,0.77,0.18,0.05
26,M,Mpop,High School,2100000,0.21,0.38,0.41
20,M,namuh,High School,1600000,0.34,0.13,0.53
25,F,Mpop,Under Middle,8100000,0.01,0.06,0.93
23,M,Toss,University,800000,0.6,0.15,0.25
23,M,Toss,High School,3400000,0.51,0.18,0.31
29,F,Mpop,University,5400000,0.65,0.12,0.23
24,M,Mpop,Under Middle,700000,0.14,0.66,0.2
29,M,Toss,University,3000000,0.84,0.11,0.05
20,F,Mpop,University,2700000,0.91,0.06,0.03
26,F,Mpop,Under Middle,9900000,0.15,0.42,0.43
25,F,Mpop,University,9300000,0.04,0.58,0.38
23,F,Toss,University,700000,0.65,0.09,0.26
20,M,Toss,University,1100000,0.16,0.55,0.29
20,F,Toss,University,500000,0.41,0.49,0.1
21,M,Toss,University,3300000,0.68,0.1,0.22
22,M,Mpop,University,2600000,0.35,0.59,0.06
20,F,M-able,University,1900000,0.47,0.01,0.52
22,M,Toss,High School,3700000,0.26,0.39,0.35
22,F,Toss,University,3400000,0.26,0.51,0.23
29,M,Mpop,University,6000000,0.91,0.02,0.07
26,M,namuh,High School,5800000,0.83,0.16,0.01
27,F,Mpop,University,2700000,0.01,0.58,0.41
28,F,Toss,University,3900000,0.21,0.3,0.49
